timestamp,atm_30,atm_7,atm_90,atm_180,BTC,25delta_call_iv_7,25delta_put_iv_7
2023-05-16 00:00:00+00:00,47.02867536,44.781697,48.7719207,50.80421474,27028.62151,48.87,50.27
2023-05-17 00:00:00+00:00,45.77499095,44.34778062,48.42537316,50.28429584,27402.01958,46.11,46.16
2023-05-18 00:00:00+00:00,42.55676572,40.14773776,45.26019533,46.84336743,26834.61275,42.48,47.5
2023-05-19 00:00:00+00:00,42.41101161,37.5954456,45.92069058,48.19843087,26876.99632,38.38,41.39
2023-05-20 00:00:00+00:00,42.38364526,35.84742817,44.79610873,45.04231834,27123.23026,36.6,37.66
2023-05-21 00:00:00+00:00,43.47833909,41.3604264,44.40097745,46.46937191,26754.83317,36.89,39.91
2023-05-22 00:00:00+00:00,43.26022283,39.55816343,45.05173573,47.16349128,26854.94582,39.43,42.18
2023-05-23 00:00:00+00:00,45.16775069,42.30615571,46.69584726,48.35784782,27222.42487,42.69,44.3
2023-05-24 00:00:00+00:00,45.80094693,41.75468886,46.66833601,48.07748185,26342.00652,43.69,48.33
2023-05-25 00:00:00+00:00,42.44136,38.74535939,44.36182256,47.02719466,26477.0972,41.33,46.11
2023-05-26 00:00:00+00:00,40.39210952,38.72227,42.5309465,45.58871441,26719.11655,37.23,43.93
