Date,BTC,Strike_25d,buy_25d,expiration_strike,avg_BTC_price,ROI,atm_7_perc,25toatm_7_perc
2025-06-06,104396.9321,108182.29574400852,0,106124.1459,107497.87037142858,-0.025143668929114023,0.008333333333333333,0.7
2025-06-20,103321.9459,107087.66076159108,1,107094.0771,105191.89924285715,-0.08110619293621062,0.13333333333333333,0.2833333333333333
2025-06-27,107094.0771,110469.87923604558,1,108030.4696,107878.3791,-0.09800412601861208,0.025,0.275
2025-07-04,108030.4696,111373.81576903655,1,117474.543,111330.90918571429,0.836918782292575,0.09166666666666666,0.058333333333333334
2025-07-11,117474.543,121829.40992895616,0,117963.5714,118556.73032857142,-0.07941330976740833,0.09166666666666666,0.9
2025-08-01,113285.6461,117020.71890844563,1,116679.5329,115035.9688142857,-0.08561980252244367,0.3333333333333333,0.03333333333333333
2025-08-08,116679.5329,119923.18312308041,0,117440.3689,119095.65757142857,-0.0688780737098676,0.008333333333333333,0.48333333333333334
2025-08-15,117440.3689,120999.27385126261,1,116903.4868,115409.31685714285,-0.09010783725807092,0.08333333333333333,0.25
2025-08-22,116903.4868,121195.81094656247,0,108424.0159,111885.8276857143,-0.1556447978579972,0.041666666666666664,1.0
2025-08-29,108424.0159,112159.86821138283,1,110671.7771,110115.11927142857,-0.09391452883772139,0.6333333333333333,0.058333333333333334
2025-09-12,116079.2953,119576.79827319666,1,115694.6027,116112.86174285715,-0.1032130505500065,0.10833333333333334,0.2916666666666667
2025-09-19,115694.6027,119698.91470630291,0,109733.4662,112574.06891428573,-0.1436236822544124,0.03333333333333333,0.9916666666666667
2025-10-10,113039.3459,116716.8463326482,1,106498.6034,111411.23848571429,-0.1586604002805046,1.0,0.008333333333333333
