Date,BTC,Strike_25d,buy_25d,expiration_strike,avg_BTC_price,ROI,atm_7_perc,25toatm_7_perc
2025-03-14,84019.44429,80182.52365737777,0,84083.69738,84132.09470428572,0.011251276987582768,0.24166666666666667,0.9083333333333333
2025-03-21,84083.69738,80815.76552909192,0,84425.52412,86216.47675428572,0.0033003901310031613,0.041666666666666664,0.8916666666666667
2025-03-28,84425.52412,80555.34543265734,0,83863.55306,83200.9783857143,0.015501541338067748,0.43333333333333335,0.775
2025-04-04,83863.55306,79692.94420812372,0,83403.56339,80416.40628428571,0.02402135207153169,0.6166666666666667,0.875
2025-08-22,116903.4868,113522.01951221893,0,108424.0159,111885.8276857143,-0.02692647014178564,0.041666666666666664,0.85
2025-09-05,110671.7771,106917.72291888384,0,116079.2953,112935.77485714285,0.003225258950276362,0.475,0.8416666666666667
2025-09-19,115694.6027,111896.07685717834,0,109733.4662,112574.06891428573,-0.003935803734079638,0.03333333333333333,1.0
2025-09-26,109733.4662,106127.91830052447,0,122286.9467,115990.48082857144,-0.005798158993927319,0.21666666666666667,0.9416666666666667
2025-10-10,113039.3459,109717.35347262007,1,106498.6034,111411.23848571429,-0.02579309962988938,1.0,0.008333333333333333
2025-10-17,106498.6034,101586.22129856732,0,111072.1356,109107.26627142857,0.012000126748832773,0.9833333333333333,0.9333333333333333
2025-10-24,111072.1356,106850.3468046457,0,109619.8193,111631.1706857143,0.004460517281586504,0.8083333333333333,0.9083333333333333
2025-10-31,109619.8193,105628.26853254024,0,103326.2084,105374.56697142856,-0.01867966786619748,0.7583333333333333,0.7916666666666666
2025-11-07,103326.2084,99452.03214721403,0,94667.69803,101739.26869571429,-0.05603782281283761,0.775,0.7333333333333333
2025-11-14,94667.69803,90376.7831484169,0,,,,0.9833333333333333,0.6
